transaction_id,record_number,origin_node_type,origin_host_name,origin_operator_id,host_name,local_sequence_number,current_service_class,voucher_based_refill,transaction_type,transaction_code,transaction_currency,refill_type,segmentation_id,voucher_group_id,account_currency,voucher_agent,origin_timestamp,transaction_timestamp,subscriber_number,account_number,voucher_serial_number,transaction_amount,source_file_path,processed_at
TXN1004345,4346,EXT,CMB,1001,HAAIR4,43328376,100,true,0000000003,DATA,DJF,0,100,v3,DJF,Evatis,2024-04-05 00:06:00,2024-04-05 00:06:00,77279008,77279008,9703988489363,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004346,4347,EXT,CMA,1002,HAAIR3,59519687,100,true,0000000003,VREFL,DJF,1,300,v2,DJF,AgentA,2024-09-18 20:24:00,2024-09-18 20:24:00,77957654,77957654,9721277277522,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004347,4348,ADM,CMA,1001,HAAIR4,97374270,100,true,0000000001,DATA,DJF,0,500,v1,DJF,AgentB,2024-10-01 06:31:00,2024-10-01 06:31:00,77208066,77208066,4093393530035,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004348,4349,ADM,CMA,1001,HAAIR4,98054265,300,false,0000000003,VREFL,DJF,1,500,v3,DJF,Evatis,2024-05-14 16:36:00,2024-05-14 16:36:00,77973866,77973866,5180129192501,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004349,4350,EXT,CMB,1001,HAAIR4,54447428,200,false,0000000002,TOPUP,DJF,1,200,v3,DJF,Evatis,2024-01-19 06:22:00,2024-01-19 06:22:00,77071295,77071295,6458295281226,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004350,4351,INT,CMB,1002,HAAIR1,75412348,100,false,0000000002,DATA,DJF,1,100,v1,DJF,AgentA,2024-06-04 00:20:00,2024-06-04 00:20:00,77615609,77615609,7788151219570,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004351,4352,INT,CMB,1001,HAAIR2,79819363,200,true,0000000002,TOPUP,DJF,1,500,v3,DJF,AgentA,2024-07-16 14:16:00,2024-07-16 14:16:00,77079288,77079288,7290740826048,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004352,4353,EXT,CMA,1001,HAAIR4,13441509,100,false,0000000002,TOPUP,DJF,1,500,v3,DJF,Evatis,2024-05-06 11:25:00,2024-05-06 11:25:00,77635753,77635753,2780259206965,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004353,4354,ADM,CMB,1002,HAAIR2,88804324,300,true,0000000002,VREFL,DJF,0,300,v1,DJF,AgentB,2024-07-24 23:05:00,2024-07-24 23:05:00,77913144,77913144,8827033490591,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004354,4355,ADM,CMA,1002,HAAIR1,56889301,100,false,0000000002,DATA,DJF,0,100,v3,DJF,Evatis,2024-06-04 19:36:00,2024-06-04 19:36:00,77144881,77144881,8723683099575,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004355,4356,INT,CMB,1002,HAAIR4,72219465,500,true,0000000002,VREFL,DJF,1,100,v1,DJF,AgentA,2024-12-12 14:08:00,2024-12-12 14:08:00,77064527,77064527,4828279478192,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004356,4357,INT,CMC,1003,HAAIR1,85212554,400,false,0000000003,DATA,DJF,1,500,v2,DJF,AgentB,2024-02-19 11:05:00,2024-02-19 11:05:00,77894267,77894267,2090158582351,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004357,4358,EXT,CMA,1002,HAAIR4,54021502,100,true,0000000001,VREFL,DJF,0,100,v1,DJF,Evatis,2024-05-16 06:08:00,2024-05-16 06:08:00,77833590,77833590,7873087534981,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004358,4359,INT,CMC,1003,HAAIR4,71111751,400,true,0000000002,VREFL,DJF,0,100,v2,DJF,AgentB,2024-01-25 12:26:00,2024-01-25 12:26:00,77489133,77489133,4664004367645,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004359,4360,EXT,CMA,1002,HAAIR1,43572004,400,false,0000000002,VREFL,DJF,1,300,v2,DJF,AgentA,2024-08-17 04:48:00,2024-08-17 04:48:00,77961607,77961607,4603951378923,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004360,4361,INT,CMB,1002,HAAIR3,21932699,300,false,0000000003,TOPUP,DJF,0,400,v2,DJF,AgentA,2024-04-19 14:45:00,2024-04-19 14:45:00,77335146,77335146,8325839101307,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004361,4362,INT,CMB,1002,HAAIR3,73180147,400,false,0000000003,DATA,DJF,1,300,v1,DJF,AgentA,2024-07-14 08:34:00,2024-07-14 08:34:00,77505088,77505088,6803999045246,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004362,4363,INT,CMC,1003,HAAIR2,76301790,300,false,0000000001,TOPUP,DJF,1,400,v1,DJF,Evatis,2024-05-30 16:23:00,2024-05-30 16:23:00,77253758,77253758,5549597039144,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004363,4364,ADM,CMB,1001,HAAIR2,58329017,100,true,0000000001,TOPUP,DJF,0,300,v1,DJF,AgentB,2024-10-13 10:59:00,2024-10-13 10:59:00,77236020,77236020,5219232239134,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004364,4365,ADM,CMA,1002,HAAIR1,68791476,200,false,0000000003,VREFL,DJF,1,500,v2,DJF,AgentB,2024-05-26 22:01:00,2024-05-26 22:01:00,77260476,77260476,3436791006815,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004365,4366,ADM,CMB,1003,HAAIR1,39635867,300,true,0000000002,VREFL,DJF,0,300,v3,DJF,AgentA,2024-10-27 00:40:00,2024-10-27 00:40:00,77380970,77380970,4257046728643,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004366,4367,INT,CMB,1002,HAAIR1,10591145,400,false,0000000002,TOPUP,DJF,0,100,v3,DJF,Evatis,2024-03-16 05:46:00,2024-03-16 05:46:00,77349271,77349271,5683892323467,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004367,4368,EXT,CMA,1001,HAAIR3,34918490,400,false,0000000002,DATA,DJF,1,100,v1,DJF,AgentA,2024-11-24 17:10:00,2024-11-24 17:10:00,77415196,77415196,9505088669440,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004368,4369,EXT,CMC,1003,HAAIR3,89415271,100,true,0000000002,VREFL,DJF,1,200,v3,DJF,AgentA,2024-06-26 01:02:00,2024-06-26 01:02:00,77205964,77205964,8043511428332,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004369,4370,EXT,CMC,1002,HAAIR4,34255060,300,false,0000000002,TOPUP,DJF,1,500,v2,DJF,Evatis,2024-09-18 13:01:00,2024-09-18 13:01:00,77412652,77412652,1575048243351,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004370,4371,EXT,CMB,1002,HAAIR4,31004232,100,false,0000000003,DATA,DJF,0,100,v2,DJF,AgentA,2024-03-06 17:50:00,2024-03-06 17:50:00,77927929,77927929,3753389259262,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004371,4372,ADM,CMA,1002,HAAIR1,52997084,300,false,0000000001,DATA,DJF,1,500,v3,DJF,AgentB,2024-02-28 18:15:00,2024-02-28 18:15:00,77625601,77625601,6992645030015,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004372,4373,ADM,CMC,1001,HAAIR1,21399803,200,false,0000000001,TOPUP,DJF,0,300,v3,DJF,Evatis,2024-08-27 20:47:00,2024-08-27 20:47:00,77363424,77363424,8951519728963,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004373,4374,INT,CMC,1003,HAAIR2,48402492,500,false,0000000003,TOPUP,DJF,0,100,v2,DJF,Evatis,2024-05-10 06:37:00,2024-05-10 06:37:00,77243789,77243789,8687902976334,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004374,4375,INT,CMB,1002,HAAIR3,13420576,100,false,0000000002,DATA,DJF,1,500,v1,DJF,AgentA,2024-09-10 05:36:00,2024-09-10 05:36:00,77269513,77269513,6042800643179,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004375,4376,EXT,CMA,1002,HAAIR1,31561508,400,true,0000000003,DATA,DJF,0,300,v1,DJF,Evatis,2024-12-14 09:16:00,2024-12-14 09:16:00,77257278,77257278,7491349644949,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004376,4377,ADM,CMC,1003,HAAIR3,47099054,100,true,0000000001,TOPUP,DJF,1,400,v3,DJF,AgentA,2024-01-17 15:44:00,2024-01-17 15:44:00,77076239,77076239,8496185754621,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004377,4378,EXT,CMB,1001,HAAIR1,16618482,300,false,0000000001,TOPUP,DJF,1,200,v3,DJF,AgentA,2024-11-22 14:18:00,2024-11-22 14:18:00,77826528,77826528,5603323265279,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004378,4379,INT,CMB,1001,HAAIR4,56304521,100,true,0000000001,DATA,DJF,0,300,v1,DJF,AgentA,2024-06-30 13:51:00,2024-06-30 13:51:00,77046702,77046702,2162008496633,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004379,4380,INT,CMB,1001,HAAIR1,42869654,200,false,0000000001,VREFL,DJF,1,400,v3,DJF,AgentA,2024-03-23 05:21:00,2024-03-23 05:21:00,77266380,77266380,5649182669032,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004380,4381,EXT,CMB,1001,HAAIR4,73736289,300,false,0000000003,DATA,DJF,1,500,v3,DJF,AgentB,2024-02-15 00:44:00,2024-02-15 00:44:00,77444292,77444292,2759229373350,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004381,4382,INT,CMC,1001,HAAIR2,12912337,400,false,0000000002,DATA,DJF,1,400,v3,DJF,AgentA,2024-06-08 02:58:00,2024-06-08 02:58:00,77308487,77308487,2408173081754,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004382,4383,EXT,CMA,1002,HAAIR2,24528630,400,true,0000000002,DATA,DJF,1,100,v2,DJF,Evatis,2024-08-10 15:44:00,2024-08-10 15:44:00,77838570,77838570,4216324483359,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004383,4384,ADM,CMB,1002,HAAIR2,18787580,300,true,0000000003,DATA,DJF,1,500,v1,DJF,AgentA,2024-04-11 01:20:00,2024-04-11 01:20:00,77411071,77411071,4309174101213,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004384,4385,EXT,CMB,1002,HAAIR1,67581481,200,false,0000000002,VREFL,DJF,1,200,v3,DJF,AgentA,2024-07-15 04:10:00,2024-07-15 04:10:00,77890734,77890734,2075089495228,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004385,4386,ADM,CMC,1003,HAAIR2,26237870,100,false,0000000002,TOPUP,DJF,1,200,v3,DJF,AgentA,2024-05-18 15:29:00,2024-05-18 15:29:00,77486727,77486727,1619379936904,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004386,4387,ADM,CMB,1001,HAAIR1,96568150,500,false,0000000002,DATA,DJF,0,500,v3,DJF,AgentB,2024-08-15 15:08:00,2024-08-15 15:08:00,77589150,77589150,7844728724433,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004387,4388,INT,CMB,1003,HAAIR3,40564379,400,true,0000000002,TOPUP,DJF,1,100,v3,DJF,AgentA,2024-03-28 08:09:00,2024-03-28 08:09:00,77310008,77310008,5815917880614,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004388,4389,INT,CMA,1001,HAAIR4,71496076,200,true,0000000001,TOPUP,DJF,1,500,v3,DJF,AgentA,2024-05-12 00:30:00,2024-05-12 00:30:00,77473940,77473940,3810220559473,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004389,4390,INT,CMB,1001,HAAIR3,48900209,200,false,0000000002,TOPUP,DJF,0,500,v3,DJF,Evatis,2024-05-30 12:47:00,2024-05-30 12:47:00,77191991,77191991,2873771783098,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004390,4391,EXT,CMC,1003,HAAIR1,44372120,200,false,0000000003,DATA,DJF,1,500,v2,DJF,AgentB,2024-05-17 00:01:00,2024-05-17 00:01:00,77750921,77750921,4860309781656,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004391,4392,EXT,CMA,1002,HAAIR2,51378383,100,false,0000000001,DATA,DJF,1,300,v2,DJF,Evatis,2024-05-02 19:00:00,2024-05-02 19:00:00,77563476,77563476,1243740370918,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004392,4393,INT,CMC,1003,HAAIR4,99311673,200,false,0000000001,DATA,DJF,0,200,v2,DJF,AgentA,2024-12-29 18:32:00,2024-12-29 18:32:00,77351542,77351542,8913338093072,5000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004393,4394,EXT,CMA,1002,HAAIR2,11602595,200,true,0000000003,VREFL,DJF,1,200,v2,DJF,Evatis,2024-04-07 16:11:00,2024-04-07 16:11:00,77947692,77947692,4271428288686,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004394,4395,INT,CMA,1001,HAAIR3,96369573,300,true,0000000002,TOPUP,DJF,0,100,v3,DJF,Evatis,2024-12-06 02:52:00,2024-12-06 02:52:00,77688074,77688074,2756107020176,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004395,4396,EXT,CMB,1002,HAAIR1,60431689,300,true,0000000001,VREFL,DJF,1,200,v3,DJF,AgentB,2024-02-23 08:02:00,2024-02-23 08:02:00,77864318,77864318,9479498041193,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004396,4397,ADM,CMB,1001,HAAIR4,49995405,200,true,0000000003,VREFL,DJF,0,100,v3,DJF,AgentB,2024-12-05 01:05:00,2024-12-05 01:05:00,77195415,77195415,4977058556937,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004397,4398,ADM,CMB,1001,HAAIR4,61848858,200,false,0000000003,DATA,DJF,1,100,v2,DJF,AgentB,2024-12-03 12:50:00,2024-12-03 12:50:00,77825179,77825179,5947652499193,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004398,4399,INT,CMC,1002,HAAIR1,47731214,300,true,0000000002,TOPUP,DJF,0,200,v2,DJF,Evatis,2024-02-23 03:36:00,2024-02-23 03:36:00,77934987,77934987,6057603039186,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004399,4400,EXT,CMB,1001,HAAIR1,53839060,100,false,0000000002,TOPUP,DJF,0,500,v2,DJF,AgentB,2024-05-18 10:46:00,2024-05-18 10:46:00,77975148,77975148,6843799640360,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004400,4401,EXT,CMB,1002,HAAIR4,54505227,300,true,0000000003,DATA,DJF,0,500,v1,DJF,Evatis,2024-06-29 00:16:00,2024-06-29 00:16:00,77731799,77731799,1261696568184,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004401,4402,ADM,CMA,1003,HAAIR3,53185578,300,true,0000000002,DATA,DJF,1,300,v3,DJF,Evatis,2024-06-18 04:52:00,2024-06-18 04:52:00,77853566,77853566,9913106798995,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004402,4403,ADM,CMB,1001,HAAIR3,87474912,300,true,0000000003,VREFL,DJF,0,100,v2,DJF,AgentA,2024-10-04 13:32:00,2024-10-04 13:32:00,77702380,77702380,9956983736669,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004403,4404,INT,CMB,1001,HAAIR2,23097656,300,false,0000000002,DATA,DJF,1,400,v2,DJF,Evatis,2024-07-15 12:45:00,2024-07-15 12:45:00,77750619,77750619,9929954786906,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004404,4405,ADM,CMB,1003,HAAIR4,70542439,500,true,0000000002,VREFL,DJF,0,400,v3,DJF,AgentA,2024-09-28 01:21:00,2024-09-28 01:21:00,77736593,77736593,9311486510346,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004405,4406,INT,CMB,1001,HAAIR1,72946795,400,true,0000000003,TOPUP,DJF,1,200,v1,DJF,Evatis,2024-03-03 07:32:00,2024-03-03 07:32:00,77840224,77840224,7954665675274,5000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004406,4407,ADM,CMA,1003,HAAIR1,23450739,100,true,0000000003,VREFL,DJF,0,200,v2,DJF,AgentA,2024-05-05 22:55:00,2024-05-05 22:55:00,77641806,77641806,9180874644376,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004407,4408,ADM,CMB,1003,HAAIR1,28292143,100,true,0000000002,DATA,DJF,0,400,v1,DJF,AgentB,2024-02-04 00:24:00,2024-02-04 00:24:00,77034459,77034459,5863474878499,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004408,4409,EXT,CMA,1001,HAAIR1,55623484,200,true,0000000003,TOPUP,DJF,0,300,v2,DJF,AgentA,2024-02-21 02:38:00,2024-02-21 02:38:00,77923578,77923578,2020874925740,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004409,4410,ADM,CMC,1003,HAAIR4,99307217,500,true,0000000001,VREFL,DJF,0,100,v2,DJF,Evatis,2024-12-02 14:19:00,2024-12-02 14:19:00,77613659,77613659,4521856676514,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004410,4411,ADM,CMB,1003,HAAIR3,41919915,200,false,0000000002,VREFL,DJF,1,100,v3,DJF,AgentA,2024-04-24 23:46:00,2024-04-24 23:46:00,77599079,77599079,1105577742977,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004411,4412,INT,CMB,1003,HAAIR2,68364861,100,false,0000000001,TOPUP,DJF,1,200,v1,DJF,AgentA,2024-10-10 02:54:00,2024-10-10 02:54:00,77310248,77310248,7260405051930,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004412,4413,ADM,CMB,1001,HAAIR3,25907713,100,false,0000000001,VREFL,DJF,0,200,v2,DJF,AgentB,2024-02-08 05:05:00,2024-02-08 05:05:00,77561483,77561483,5061115812387,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004413,4414,INT,CMA,1003,HAAIR2,28165596,200,false,0000000001,VREFL,DJF,0,500,v3,DJF,AgentA,2024-08-24 15:20:00,2024-08-24 15:20:00,77603990,77603990,8225833678697,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004414,4415,ADM,CMB,1002,HAAIR1,43770438,400,true,0000000003,VREFL,DJF,1,300,v2,DJF,AgentB,2024-08-17 11:21:00,2024-08-17 11:21:00,77680861,77680861,4406706845088,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004415,4416,ADM,CMB,1002,HAAIR1,98567198,200,false,0000000002,DATA,DJF,1,100,v3,DJF,AgentA,2024-06-18 08:40:00,2024-06-18 08:40:00,77922967,77922967,4865373968065,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004416,4417,INT,CMC,1003,HAAIR4,95951592,400,false,0000000002,DATA,DJF,1,500,v2,DJF,AgentA,2024-11-04 18:32:00,2024-11-04 18:32:00,77518024,77518024,1787094960860,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004417,4418,EXT,CMA,1002,HAAIR1,75649020,400,false,0000000001,DATA,DJF,0,400,v3,DJF,Evatis,2024-06-26 03:53:00,2024-06-26 03:53:00,77780345,77780345,2140901693863,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004418,4419,INT,CMA,1001,HAAIR4,72085448,300,true,0000000003,VREFL,DJF,1,500,v2,DJF,Evatis,2024-07-03 04:30:00,2024-07-03 04:30:00,77880489,77880489,8247282569695,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004419,4420,INT,CMC,1003,HAAIR4,40685255,100,true,0000000002,TOPUP,DJF,0,400,v3,DJF,AgentB,2024-01-11 16:24:00,2024-01-11 16:24:00,77970252,77970252,1184756357228,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004420,4421,INT,CMA,1001,HAAIR4,88792352,300,true,0000000002,VREFL,DJF,1,400,v3,DJF,AgentB,2024-09-06 06:38:00,2024-09-06 06:38:00,77253865,77253865,1548323556431,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004421,4422,EXT,CMB,1002,HAAIR1,96252783,100,false,0000000002,VREFL,DJF,0,100,v1,DJF,Evatis,2024-10-06 10:04:00,2024-10-06 10:04:00,77806995,77806995,1081967019778,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004422,4423,ADM,CMB,1002,HAAIR1,73738425,300,false,0000000001,DATA,DJF,1,500,v3,DJF,AgentB,2024-02-05 06:50:00,2024-02-05 06:50:00,77151826,77151826,3921424777161,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004423,4424,INT,CMC,1002,HAAIR3,96511740,400,true,0000000001,DATA,DJF,0,100,v1,DJF,Evatis,2024-01-10 20:33:00,2024-01-10 20:33:00,77388031,77388031,3594205962436,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004424,4425,INT,CMA,1002,HAAIR2,37718666,300,true,0000000001,VREFL,DJF,0,300,v3,DJF,AgentA,2024-08-16 06:56:00,2024-08-16 06:56:00,77537475,77537475,1662008568416,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004425,4426,EXT,CMA,1001,HAAIR3,77448275,500,false,0000000001,DATA,DJF,1,300,v3,DJF,AgentB,2024-03-10 08:03:00,2024-03-10 08:03:00,77008217,77008217,4076483785841,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004426,4427,INT,CMA,1003,HAAIR1,15102998,300,false,0000000001,VREFL,DJF,1,300,v3,DJF,AgentA,2024-03-23 07:50:00,2024-03-23 07:50:00,77476338,77476338,5219147613766,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1004427,4428,ADM,CMC,1001,HAAIR2,26198572,300,true,0000000002,DATA,DJF,0,300,v3,DJF,Evatis,2024-08-30 01:25:00,2024-08-30 01:25:00,77432401,77432401,4458554477544,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
